well,protocol,A600,A700,mhYFP,mRaspberry,date,bacterium,strain,plasmid,promoter,code,biorep,antibiotic,mhYFP_by_A600,mRas_by_A600
C3,PRT14_6,0.7026666666666667,0.6107499999999999,957.25,92.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322,None,pTORC1,3,Ampicillin,1362.3102466793168,131.87855787476292
C4,PRT14_6,0.6806666666666666,0.58975,1027.25,98.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322,None,pTORC1,4,Ampicillin,1509.1821743388834,144.95592556317348
C5,PRT14_6,0.6336666666666666,0.5237499999999999,7605.25,93.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1min mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1min mhYFP,pTORC49,1,Ampicillin,12001.972645975804,147.8169384534457
C6,PRT14_6,0.6646666666666666,0.56675,6177.25,88.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1min mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1min mhYFP,pTORC49,2,Ampicillin,9293.75626880642,133.40020060180555
C7,PRT14_6,0.6926666666666667,0.59075,6329.25,92.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1min mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1min mhYFP,pTORC49,3,Ampicillin,9137.512030798844,133.78248315688174
C8,PRT14_6,0.6766666666666666,0.57675,6853.25,83.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1min mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1min mhYFP,pTORC49,4,Ampicillin,10127.95566502463,123.64532019704446
C9,PRT14_6,0.7336666666666666,0.6247499999999999,45044.25,87.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1minRBS mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mhYFP,pTORC50,1,Ampicillin,61396.06996819628,119.4911403907316
C10,PRT14_6,0.6656666666666666,0.57475,42604.25,95.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1minRBS mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mhYFP,pTORC50,2,Ampicillin,64002.37856785178,143.7155733600402
C11,PRT14_6,0.6366666666666666,0.54975,42124.25,87.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1minRBS mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mhYFP,pTORC50,3,Ampicillin,66163.74345549739,137.69633507853416
C12,PRT14_6,0.6366666666666666,0.55075,42825.25,83.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1minRBS mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mhYFP,pTORC50,4,Ampicillin,67264.79057591624,131.41361256544516
D1,PRT14_6,0.7086666666666667,0.59875,635.25,3736.666666666667,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1min mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1min mRaspberry,pTORC63,1,Ampicillin,896.4016933207902,5272.812793979304
D2,PRT14_6,0.7616666666666666,0.67975,1072.25,3088.666666666667,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1min mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1min mRaspberry,pTORC63,2,Ampicillin,1407.7680525164114,4055.142231947484
D3,PRT14_6,0.7176666666666667,0.6207499999999999,1042.25,3128.666666666667,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1min mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1min mRaspberry,pTORC63,3,Ampicillin,1452.2758941012542,4359.498374361357
D4,PRT14_6,0.6126666666666666,0.5257499999999999,923.25,2791.666666666667,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1min mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1min mRaspberry,pTORC63,4,Ampicillin,1506.9368879216545,4556.5832426550605
D5,PRT14_6,0.7956666666666666,0.67875,877.25,21934.666666666668,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1minRBS mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mRaspberry,pTORC64,1,Ampicillin,1102.5345622119817,27567.65814830331
D6,PRT14_6,0.6836666666666666,0.58575,1172.25,18300.666666666668,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1minRBS mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mRaspberry,pTORC64,2,Ampicillin,1714.6513895660653,26768.40565577767
D7,PRT14_6,0.6766666666666666,0.57775,1196.25,18475.666666666668,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1minRBS mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mRaspberry,pTORC64,3,Ampicillin,1767.857142857143,27303.94088669951
D8,PRT14_6,0.7166666666666667,0.6117499999999999,885.25,26501.666666666668,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1minRBS mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mRaspberry,pTORC64,4,Ampicillin,1235.2325581395348,36979.06976744186
D9,PRT14_6,0.6596666666666666,0.55375,10241.25,80.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1 mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1 mhYFP,pTORC65,1,Ampicillin,15524.88630621526,122.28398180899455
D10,PRT14_6,0.6616666666666666,0.56375,8323.25,63.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1 mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1 mhYFP,pTORC65,2,Ampicillin,12579.219143576827,96.221662468513955
D11,PRT14_6,0.6196666666666666,0.53375,8325.25,76.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1 mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1 mhYFP,pTORC65,3,Ampicillin,13435.045723507264,123.72243141473923
D12,PRT14_6,0.6716666666666666,0.57275,8612.25,76.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔtopA::cat,pBR322 PleuWT.1 mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1 mhYFP,pTORC65,4,Ampicillin,12822.208436724566,114.1439205955336
E1,PRT14_6,0.8056666666666666,0.69575,1107.25,74.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322,None,pTORC1,1,Ampicillin,1374.3276789408358,92.67687215556484
E2,PRT14_6,0.7426666666666666,0.6327499999999999,884.25,59.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322,None,pTORC1,2,Ampicillin,1190.641831238779,80.3411131059247
E3,PRT14_6,0.7746666666666666,0.66575,923.25,79.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322,None,pTORC1,3,Ampicillin,1191.802925989673,102.83993115318428
E4,PRT14_6,0.7346666666666666,0.6247499999999999,780.25,74.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322,None,pTORC1,4,Ampicillin,1062.046279491833,101.6333938294012
E5,PRT14_6,0.8136666666666666,0.70475,14673.25,63.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1min mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1min mhYFP,pTORC49,1,Ampicillin,18033.490372798035,78.24662023760763
E6,PRT14_6,0.7526666666666666,0.6437499999999999,15728.25,49.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1min mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1min mhYFP,pTORC49,2,Ampicillin,20896.700620017717,65.98759964570426
E7,PRT14_6,0.7766666666666666,0.66975,15283.25,71.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1min mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1min mhYFP,pTORC49,3,Ampicillin,19678.004291845496,92.27467811158807
E8,PRT14_6,0.7216666666666667,0.6147499999999999,15092.25,63.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1min mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1min mhYFP,pTORC49,4,Ampicillin,20913.048498845263,88.2217090069285
E9,PRT14_6,0.7886666666666666,0.68375,67769.25,73.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1minRBS mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mhYFP,pTORC50,1,Ampicillin,85928.88841927303,93.4065934065935
E10,PRT14_6,0.7776666666666666,0.67275,68654.25,69.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1minRBS mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mhYFP,pTORC50,2,Ampicillin,88282.36176596658,89.58422631804554
E11,PRT14_6,0.7816666666666666,0.67675,65743.25,71.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1minRBS mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mhYFP,pTORC50,3,Ampicillin,84106.50319829425,91.68443496801716
E12,PRT14_6,0.7456666666666666,0.6407499999999999,70855.25,74.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1minRBS mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mhYFP,pTORC50,4,Ampicillin,95022.68663388467,100.13410818059911
F1,PRT14_6,0.6206666666666666,0.53375,1021.25,4148.666666666667,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1min mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1min mRaspberry,pTORC63,1,Ampicillin,1645.4081632653065,6684.210526315791
F2,PRT14_6,0.6506666666666666,0.56175,1016.25,4245.666666666667,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1min mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1min mRaspberry,pTORC63,2,Ampicillin,1561.859631147541,6525.102459016394
F3,PRT14_6,0.6706666666666666,0.58075,1089.25,3945.666666666667,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1min mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1min mRaspberry,pTORC63,3,Ampicillin,1624.130218687873,5883.2007952286285
F4,PRT14_6,0.6066666666666666,0.5267499999999999,836.25,4324.666666666667,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1min mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1min mRaspberry,pTORC63,4,Ampicillin,1378.4340659340662,7128.57142857143
F5,PRT14_6,0.7176666666666667,0.59575,810.25,32760.666666666668,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1minRBS mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mRaspberry,pTORC64,1,Ampicillin,1129.006038086391,45648.86205294937
F6,PRT14_6,0.7396666666666666,0.6157499999999999,867.25,33233.666666666664,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1minRBS mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mRaspberry,pTORC64,2,Ampicillin,1172.487607030194,44930.599369085176
F7,PRT14_6,0.7006666666666667,0.58275,841.25,32632.666666666668,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1minRBS mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mRaspberry,pTORC64,3,Ampicillin,1200.6422454804947,46573.73929590866
F8,PRT14_6,0.6806666666666666,0.56175,651.25,32958.666666666664,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1minRBS mRaspberry-SalOpt lacO1.1 lacO1.2,PleuWT.1minRBS mRaspberry,pTORC64,4,Ampicillin,956.7825661116552,48421.155729676786
F9,PRT14_6,0.7106666666666667,0.60375,10771.25,69.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1 mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1 mhYFP,pTORC65,1,Ampicillin,15156.54315196998,98.03001876172618
F10,PRT14_6,0.7566666666666666,0.6507499999999999,10549.25,65.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1 mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1 mhYFP,pTORC65,2,Ampicillin,13941.740088105727,86.7841409691631
F11,PRT14_6,0.7126666666666667,0.60675,10607.25,55.66666666666674,2024_08_09,Escherichia coli K12 MG1655,ΔlacIZYA::FRT ΔtopA::cat,pBR322 PleuWT.1 mhYFP-SalOpt lacO1.1 lacO1.2,PleuWT.1 mhYFP,pTORC65,3,Ampicillin,14883.8868101029,78.11038353601508
